H4K,-8.4769258E+00,3.9460520E+01,-1.2628834E+02,1.7771493E+02,-9.1997689E+01,8.0495977E-03,1.4047901E+01,7.2606701E-18,7.9396460E-18,2.3002585E-18
H1Li,9.9516542E-03,-8.3510488E-01,-6.6293511E-02,1.0600934E+01,-1.2855542E+01,7.9587520E-05,3.1543723E-01,2.5176558E-23,1.6409758E-22,2.9870854E-22
H2Li,2.5763110E+00,-2.5917211E+01,6.5673589E+01,-7.1304485E+01,2.7480342E+01,4.6697843E-04,7.2926312E-01,8.5388380E-23,5.2294230E-21,-1.1590131E-21
H3Li,-1.5498608E+01,9.4703252E+01,-2.7061468E+02,3.3311429E+02,-1.4789830E+02,-4.4219632E-03,5.6980934E+00,-8.2736797E-21,-7.8734956E-20,1.1204273E-20
H4Li,1.5778416E+00,-1.7827192E+00,8.3251314E+00,-1.9537056E+01,1.4373323E+01,2.0622045E-03,6.8540877E-02,1.1602590E-21,4.5026597E-21,-8.3852476E-23
H1Lu,2.6748168E+00,-5.1546339E+01,1.8088424E+02,-2.7331323E+02,1.4907283E+02,1.8398637E+00,2.7455541E+00,2.2975413E-18,-6.9412157E-17,1.4272137E-19
H2Lu,4.2297644E-01,-1.6284690E+01,3.4991641E+01,-2.1701757E+01,-2.1138076E+00,5.6651084E-02,1.5841063E+00,-1.2909314E-18,1.2828815E-17,-3.4275203E-19
H3Lu,1.3410845E+01,-2.1577160E+01,5.1714868E+01,-5.0215304E+01,1.5048004E+01,-7.8382593E-03,9.0519181E-06,-9.7908508E-18,3.5512489E-17,-3.6065326E-23
H4Lu,-3.0793398E+00,1.2328473E+01,-2.3833727E+01,8.8650601E+00,8.4583462E+00,-3.6941041E-03,1.0597177E+00,2.8042604E-18,2.9133093E-18,-9.4132079E-20
R1H,1.0205537E-01,-1.0039975E+00,1.0239456E+00,8.4480217E-01,-8.7556470E-01,1.7052854E-03,2.1025006E-01,6.7650892E-23,8.9422093E-22,-7.2164459E-23
R2H,-1.0925075E+00,2.8611871E+00,-5.3607128E+00,1.2874219E+00,1.7853759E+00,-9.3384024E-03,4.7308394E-01,-2.1840291E-21,7.6275222E-21,6.5386517E-22
R3H,1.5239618E+01,-3.6681682E+01,1.0596296E+02,-1.3210318E+02,6.0280495E+01,4.2231778E-01,7.8381179E-06,3.2854419E-20,-4.0574622E-20,8.8695739E-27
R4H,-4.6417248E-01,4.4591643E+00,-7.4077731E+00,1.7962228E+00,3.2038145E+00,7.5361499E-04,1.8046077E-01,-2.9839953E-22,-5.3284565E-22,-1.2240137E-22
R1K,3.7816995E-01,-4.9789130E+00,8.0111434E+00,-8.3943358E-01,-4.4630142E+00,4.4861686E-03,3.1367714E-01,9.5557325E-21,8.1648044E-20,-6.8029787E-21
R2K,9.2628176E+00,-2.1737563E+00,5.6643992E+00,-6.2652882E+00,2.6594890E+00,4.4909010E-02,2.9133825E-05,-5.6632152E-19,-1.9128940E-18,5.9945208E-26
R3K,-8.0677322E-01,7.7975188E-01,-2.5013564E+00,3.3546688E+00,-2.6426594E+00,2.8803423E-03,5.7121452E-01,4.9374973E-21,-3.3053951E-20,2.3433152E-20
R4K,-9.9080586E-01,2.5375918E+00,-2.6485899E+00,-2.9441700E+00,5.1087489E+00,-8.1831692E-04,4.9133987E-01,2.9904336E-22,-1.3736107E-21,4.5559344E-22
R1Li,5.5535625E+00,-3.3386264E+01,1.0500270E+02,-1.4402727E+02,7.2480903E+01,2.6997129E-02,3.1927899E-02,-9.7587066E-24,5.3062611E-23,5.0965062E-26
R2Li,3.9621973E+00,-1.2200465E+00,1.4111873E+01,-3.1593879E+01,2.1121376E+01,-1.1667366E-02,3.4171706E-03,1.7144669E-25,1.5444883E-23,-9.4348896E-28
R3Li,2.4382494E+00,-1.2701277E+01,2.3976107E+01,-1.6178121E+01,5.4139916E-01,5.6647911E-04,2.1604824E-01,-2.2607497E-23,-1.4025198E-22,1.8914711E-24
R4Li,5.2552522E+00,1.9622430E+01,-5.5877847E+01,7.1820450E+01,-3.4016223E+01,-2.3471376E-03,1.2698169E-04,-7.8256353E-23,-4.4951413E-22,-8.8923863E-28
R1Lu,3.5296911E+00,-2.1756105E+01,5.6901863E+01,-6.2204354E+01,2.3270592E+01,2.8166012E-04,1.1094693E-01,-2.7318295E-21,1.2741928E-20,3.1377520E-21
R2Lu,7.7295371E+00,-1.0716481E-01,1.2491893E+01,-3.3904424E+01,2.4314960E+01,3.3132016E-02,7.3203125E-05,-2.1746188E-19,-1.5256173E-19,-1.1914098E-24
R3Lu,-1.6004882E+00,1.7646758E-01,-4.1589017E+00,1.1095053E+01,-8.1277205E+00,-3.3860554E-02,1.5018612E+00,2.4630291E-20,-1.8982446E-20,-1.6654968E-20
R4Lu,-1.5226138E-01,-3.9330360E-01,-3.1950692E-02,1.4200428E+00,-4.9608210E-01,2.1893943E-03,3.5619726E-01,6.1091353E-22,-7.6333831E-21,1.7946802E-21
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
